Round,Money,Initial Bet,BLACKJACK,WIN,DOUBLE_WIN,PUSH,DOUBLE_BUST,BUST,DOUBLE_LOSE,LOSE
339,10021.875,3.5,0,0,0,0,0,0,0,1
340,10018.375,2.75,0,0,0,0,0,0,0,1
341,10015.625,5.75,0,0,0,0,0,0,0,1
342,10009.875,5.0,1,0,0,0,0,0,0,0
343,10017.375,3.25,0,0,1,0,0,0,0,0
344,10023.875,1.0,0,0,0,0,0,0,0,1
345,10022.875,1.0,0,0,0,1,0,0,0,0
346,10022.875,1.0,0,0,0,0,0,0,0,1
347,10021.875,1.0,0,1,0,0,0,0,0,0
348,10022.875,1.0,0,1,0,0,0,0,0,0
349,10023.875,1.0,0,1,0,0,0,0,0,0
350,10024.875,1.0,0,1,0,0,0,0,0,0
351,10025.875,1.0,0,1,0,0,0,0,0,0
352,10026.875,1.0,0,0,0,1,0,0,0,0
353,10026.875,1.75,0,1,0,0,0,0,0,0
354,10028.625,2.25,0,0,0,0,0,0,1,0
355,10024.125,2.75,0,0,0,0,0,0,0,1
356,10021.375,1.5,0,0,0,0,0,0,0,1
357,10019.875,1.25,0,1,0,0,0,0,0,0
358,10021.125,1.0,0,1,0,0,0,0,0,0
359,10022.125,1.25,0,1,0,0,0,0,0,0
360,10023.375,1.5,0,0,0,0,0,0,0,1
361,10021.875,1.5,0,0,0,0,0,1,0,0
362,10020.375,1.0,0,1,0,0,0,0,0,0
363,10021.375,1.0,0,0,0,0,0,0,1,0
364,10019.375,1.0,0,0,0,0,0,0,0,2
365,10017.375,1.5,0,2,0,0,0,0,0,0
366,10020.375,2.75,0,0,0,0,0,0,0,1
367,10017.625,3.25,0,0,0,0,0,1,0,0
368,10014.375,2.75,0,0,0,0,0,0,0,1
369,10011.625,1.0,1,0,0,0,0,0,0,0
370,10013.125,1.0,0,0,0,0,0,1,0,0
371,10012.125,1.0,0,1,0,0,0,0,0,0
372,10013.125,1.0,0,1,0,0,0,0,0,0
373,10014.125,1.0,0,0,0,1,0,0,0,0
374,10014.125,1.0,0,1,0,0,0,0,0,0
375,10015.125,1.0,0,0,0,0,0,0,1,0
376,10013.125,1.0,0,0,0,0,0,1,0,0
377,10012.125,1.0,0,0,0,0,0,0,0,1
378,10011.125,1.0,0,0,0,0,0,0,1,0
379,10009.125,1.0,0,0,0,0,0,0,0,1
380,10008.125,1.0,0,1,0,0,0,0,0,0
381,10009.125,1.0,0,0,0,0,0,0,0,1
382,10008.125,1.0,0,0,0,0,0,0,0,1
383,10007.125,1.0,0,1,0,0,0,0,0,0
384,10008.125,1.0,0,0,1,0,0,0,0,0
385,10010.125,1.0,0,0,0,0,0,1,0,0
386,10009.125,1.0,0,1,0,0,0,0,0,0
387,10010.125,1.0,0,1,0,0,0,0,0,0
388,10011.125,1.0,0,1,0,0,0,0,0,0
389,10012.125,1.0,0,1,0,0,0,0,0,0
390,10013.125,1.0,0,0,1,0,0,0,0,0
391,10015.125,1.0,0,0,0,0,0,0,0,1
392,10014.125,2.5,0,0,0,0,0,0,0,1
393,10011.625,3.25,0,0,0,0,0,0,0,1
394,10008.375,3.25,0,1,0,0,0,0,0,0
395,10011.625,3.5,0,0,0,0,0,1,0,0
396,10008.125,4.0,0,1,0,0,0,0,0,0
397,10012.125,4.75,0,0,0,0,0,0,0,1
398,10007.375,4.25,0,0,0,0,0,0,0,1
399,10003.125,5.0,0,1,0,0,0,0,0,0
400,10008.125,5.75,0,0,0,0,0,0,0,1
401,10002.375,6.25,0,0,0,0,0,0,0,1
402,9996.125,6.5,0,0,0,1,0,0,0,0
403,9996.125,5.5,0,1,0,0,0,0,0,0
404,10001.625,6.75,0,0,0,0,0,1,0,0
405,9994.875,7.5,0,1,0,0,0,0,0,0
406,10002.375,7.5,0,0,0,0,0,0,1,0
407,9987.375,9.0,0,0,0,0,0,0,0,1
408,9978.375,9.0,0,0,0,0,0,0,0,1
409,9969.375,10.0,0,0,0,0,0,0,0,1
410,9959.375,8.75,0,1,0,0,0,0,0,0
411,9968.125,9.25,0,0,0,1,0,0,0,1
412,9958.875,9.5,0,1,0,0,0,0,0,0
413,9968.375,9.5,0,0,1,0,0,0,0,0
414,9987.375,10.0,0,0,0,1,0,0,0,0
415,9987.375,10.0,0,1,0,0,0,0,0,0
416,9997.375,10.25,0,1,0,0,0,0,0,0
417,10007.625,10.0,0,0,0,0,0,0,0,1
418,9997.625,9.25,0,0,0,0,0,0,0,1
419,9988.375,10.0,0,1,0,0,0,0,0,0
420,9998.375,10.5,0,0,0,0,0,1,0,0
421,9987.875,1.0,0,1,0,0,0,0,0,0
422,9988.875,1.0,0,1,0,0,0,0,0,0
423,9989.875,1.0,0,1,0,0,0,0,0,0
424,9990.875,1.0,1,0,0,0,0,0,0,0
425,9992.375,1.0,1,0,0,0,0,0,0,0
426,9993.875,1.0,0,0,0,1,0,0,0,0
427,9993.875,1.0,0,0,0,0,0,0,0,1
428,9992.875,1.0,0,0,1,0,0,0,0,0
429,9994.875,1.0,0,0,0,0,0,1,0,0
430,9993.875,1.0,0,1,0,0,0,0,0,0
431,9994.875,1.0,0,0,0,0,0,0,0,1
432,9993.875,1.0,0,0,0,0,0,0,0,1
433,9992.875,1.0,0,0,0,0,0,1,0,0
434,9991.875,1.0,0,0,0,0,0,1,0,0
435,9990.875,1.0,0,1,0,0,0,0,0,0
436,9991.875,1.0,0,0,0,1,0,0,0,0
437,9991.875,1.0,0,1,0,0,0,0,0,0
438,9992.875,1.0,0,0,0,1,0,0,0,0
439,9992.875,1.0,0,1,0,0,0,0,0,0
440,9993.875,1.0,0,0,0,0,0,0,0,1
441,9992.875,1.0,0,0,0,0,0,0,0,1
442,9991.875,1.0,0,1,0,0,0,0,0,0
443,9992.875,1.0,0,0,0,0,0,0,0,1
444,9991.875,1.0,0,0,0,1,0,0,0,0
445,9991.875,1.0,0,1,0,0,0,0,0,0
446,9992.875,1.0,0,1,0,0,0,0,0,0
447,9993.875,1.0,0,0,0,0,0,1,0,0
448,9992.875,1.0,0,1,0,0,0,0,0,0
449,9993.875,1.0,0,0,1,0,0,0,0,0
450,9995.875,1.0,0,0,1,0,0,0,0,0
451,9997.875,1.0,0,0,0,0,0,1,0,0
452,9996.875,1.0,0,1,0,0,0,0,0,0
453,9997.875,1.0,0,1,0,0,0,0,0,0
454,9998.875,1.0,0,0,0,0,0,1,0,0
455,9997.875,1.0,0,0,0,0,0,1,0,0
456,9996.875,1.0,0,0,0,0,0,0,0,1
457,9995.875,1.0,0,0,0,0,0,0,0,1
458,9994.875,1.0,0,0,0,0,0,0,0,1
459,9993.875,1.0,0,1,0,0,0,0,0,0
460,9994.875,1.0,0,0,0,0,0,0,0,1
461,9993.875,1.0,0,1,0,0,0,0,0,0
462,9994.875,1.0,0,0,0,0,0,0,0,1
463,9993.875,1.0,0,1,0,0,0,0,0,0
464,9994.875,1.0,0,1,0,0,0,0,0,0
465,9995.875,1.0,0,0,0,1,0,0,0,0
466,9995.875,1.0,1,0,0,0,0,0,0,0
467,9997.375,1.0,0,1,0,0,0,0,0,0
468,9998.375,1.0,0,1,0,0,0,0,0,0
469,9999.375,1.0,1,0,0,0,0,0,0,0
470,10000.875,1.0,0,0,0,0,0,1,0,0
471,9999.875,1.0,0,1,0,0,0,0,0,0
472,10000.875,1.0,0,0,0,0,0,0,0,1
473,9999.875,1.0,0,1,0,0,0,0,0,0
474,10000.875,1.0,0,1,0,0,0,0,0,0
475,10001.875,1.0,0,1,0,0,0,0,0,0
476,10002.875,1.0,0,1,0,0,0,0,0,0
477,10003.875,1.0,0,0,0,0,0,1,0,0
478,10002.875,1.0,0,0,0,0,0,0,0,1
479,10001.875,1.0,0,0,1,0,0,0,0,0
480,10003.875,1.0,0,1,0,0,0,0,0,0
481,10004.875,1.0,0,1,0,0,0,0,0,0
482,10005.875,1.0,1,0,0,0,0,0,0,0
483,10007.375,1.0,0,0,0,0,0,1,0,0
484,10006.375,1.0,0,0,0,0,0,0,0,1
485,10005.375,1.0,1,0,0,0,0,0,0,0
486,10006.875,1.0,0,0,0,0,0,0,1,0
